epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32,layer33,layer34,layer35,layer36,layer37,layer38,layer39,layer40,layer41,layer42,layer43,layer44,layer45,layer46,layer47,layer48,layer49,layer50,layer51,layer52,layer53,layer54,layer55,layer56,layer57,layer58,layer59,layer60,layer61,layer62,layer63,layer64,layer65,layer66,layer67,layer68,layer69,layer70,layer71,layer72,layer73,layer74
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,41,1,387,2,1024,13,1024,481,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30,1,347,2,1024,12,1024,460,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,305,2,1024,11,1024,434,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20,1,269,2,1024,11,1024,401,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,234,2,1024,10,1024,380,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,196,2,1024,9,1024,354,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,167,2,1024,8,1024,334,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,139,2,1017,8,1024,306,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,113,1,989,7,1024,282,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,93,1,958,7,1024,263,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,74,1,919,7,1024,236,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,58,1,875,6,1024,211,1024,512,512,510,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,46,1,826,6,1024,191,1024,512,512,499,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,35,1,778,6,1024,166,1024,512,512,486,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,26,1,726,6,1024,148,1024,512,512,471,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,21,0,678,5,1024,133,1024,512,512,454,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,630,5,1024,112,1024,512,512,437,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,577,4,1024,94,1024,512,512,416,512,511,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,528,4,1024,75,1024,512,512,390,512,504,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,483,4,1024,62,1024,512,512,369,512,495,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,440,3,1024,49,1024,512,512,349,512,483,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,395,3,1024,38,1024,512,512,324,512,467,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,357,3,1024,27,1024,512,512,303,512,450,512,510,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,314,3,1024,20,1024,512,512,279,512,433,512,506,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,286,3,1024,16,1024,512,512,259,512,416,512,495,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,251,2,1024,13,1024,512,512,236,512,399,512,483,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,219,2,1024,11,1024,512,512,217,512,377,512,472,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,190,2,1024,10,1024,512,512,198,512,361,512,459,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,164,2,1024,8,1024,510,512,176,512,336,512,441,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,138,2,1024,7,1024,501,512,160,512,315,512,427,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115,2,1024,7,1024,487,512,145,512,299,512,409,512,511,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95,2,1024,7,1024,471,512,129,512,278,512,391,512,503,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,79,2,1024,7,1024,454,512,116,512,257,512,374,512,495,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64,2,1024,7,1024,434,512,103,512,241,512,356,512,486,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,52,2,1024,6,1024,414,512,91,512,223,512,338,512,475,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42,2,1015,6,1024,394,512,81,512,201,512,317,512,463,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34,2,995,6,1024,376,512,73,512,188,512,303,512,453,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,28,2,965,5,1024,353,512,64,512,171,512,283,512,435,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,2,928,5,1024,329,512,57,512,152,512,263,512,420,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,1,897,5,1024,309,512,51,512,140,512,247,512,407,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,1,860,5,1024,289,512,44,512,127,512,230,512,391,512,509,512,512,512,512,512,512,512,512,512,512,512,512,8
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,1,818,5,1024,268,512,39,512,116,512,217,512,377,512,504,512,512,512,512,512,512,512,512,512,512,512,512,8
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,776,5,1024,249,512,34,512,105,512,198,512,360,512,498,512,512,512,512,512,512,512,512,512,512,512,512,8
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,773,5,1024,244,512,34,512,103,512,197,512,358,512,496,512,512,512,512,512,512,512,512,512,512,512,512,8
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,769,5,1024,247,512,33,512,102,512,198,512,359,512,497,512,512,512,512,512,512,512,512,512,512,512,512,8
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,765,5,1024,243,512,33,512,100,512,194,512,357,512,497,512,512,512,512,512,512,512,512,512,512,512,512,8
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,759,5,1024,241,512,32,512,99,512,192,512,354,512,496,512,512,512,512,512,512,512,512,512,512,512,512,8
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,759,5,1024,238,512,33,512,101,512,192,512,356,512,497,512,512,512,512,512,512,512,512,512,512,512,512,8
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,754,5,1024,238,512,31,512,98,512,190,512,353,512,495,512,512,512,512,512,512,512,512,512,512,512,512,8
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,747,5,1024,234,512,32,512,97,512,188,512,351,512,494,512,512,512,512,512,512,512,512,512,512,512,512,8
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,740,5,1024,233,512,31,512,96,512,186,512,348,512,492,512,512,512,512,512,512,512,512,512,512,512,512,8
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,739,5,1024,230,512,31,512,95,512,184,512,345,512,493,512,512,512,512,512,512,512,512,512,512,512,512,8
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,738,5,1024,229,512,30,512,93,512,184,512,348,512,492,512,512,512,512,512,512,512,512,512,512,512,512,8
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,731,5,1024,228,512,30,512,94,512,183,512,345,512,492,512,512,512,512,512,512,512,512,512,512,512,512,8
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,729,5,1024,226,512,29,512,90,512,181,512,345,512,490,512,512,512,512,512,512,512,512,512,512,512,512,8
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,720,5,1024,223,512,29,512,89,512,178,512,339,512,489,512,512,512,512,512,512,512,512,512,512,512,512,8
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,716,5,1024,221,512,28,512,89,512,177,512,341,512,490,512,512,512,512,512,512,512,512,512,512,512,512,8
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,713,5,1024,221,512,28,512,88,512,177,512,338,512,489,512,512,512,512,512,512,512,512,512,512,512,512,8
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,711,5,1024,218,512,28,512,87,512,176,512,339,512,488,512,512,512,512,512,512,512,512,512,512,512,512,8
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,706,5,1024,216,512,28,512,86,512,174,512,334,512,487,512,512,512,512,512,512,512,512,512,512,512,512,8
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,699,5,1024,214,512,27,512,85,512,173,512,335,512,485,512,512,512,512,512,512,512,512,512,512,512,512,8
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,698,5,1024,214,512,27,512,85,512,173,512,334,512,487,512,512,512,512,512,512,512,512,512,512,512,512,8
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,694,5,1024,211,512,26,512,86,512,170,512,332,512,486,512,512,512,512,512,512,512,512,512,512,512,512,8
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,687,5,1024,208,512,26,512,84,512,165,512,328,512,481,512,512,512,512,512,512,512,512,512,512,512,512,8
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,685,5,1024,208,512,25,512,81,512,166,512,327,512,482,512,512,512,512,512,512,512,512,512,512,512,512,8
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,680,5,1024,204,512,25,512,81,512,163,512,324,512,480,512,512,512,512,512,512,512,512,512,512,512,512,8
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,677,5,1024,203,512,24,512,80,512,165,512,327,512,482,512,512,512,512,512,512,512,512,512,512,512,512,8
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,671,5,1024,201,512,24,512,80,512,161,512,321,512,478,512,512,512,512,512,512,512,512,512,512,512,512,8
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,671,5,1024,201,512,24,512,78,512,162,512,323,512,480,512,512,512,512,512,512,512,512,512,512,512,512,8
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,663,5,1024,197,512,22,512,77,512,160,512,317,512,477,512,512,512,512,512,512,512,512,512,512,512,512,8
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,660,5,1024,196,512,23,512,75,512,160,512,317,512,478,512,512,512,512,512,512,512,512,512,512,512,512,8
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,652,5,1024,194,511,23,512,76,512,156,512,313,512,475,512,512,512,512,512,512,512,512,512,512,512,512,8
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,647,5,1024,190,511,22,512,74,512,154,512,312,512,474,512,512,512,512,512,512,512,512,512,512,512,512,8
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,646,5,1024,190,511,22,512,74,512,155,512,314,512,476,512,512,512,512,512,512,512,512,512,512,512,512,8
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,642,5,1024,190,511,22,512,73,512,152,512,311,512,474,512,512,512,512,512,512,512,512,512,512,512,512,8
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,639,5,1024,187,510,20,512,72,512,150,512,309,512,472,512,512,512,512,512,512,512,512,512,512,512,512,8
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,634,5,1024,185,510,22,512,71,512,149,512,306,512,472,512,512,512,512,512,512,512,512,512,512,512,512,8
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,629,5,1024,183,510,20,512,70,512,149,512,304,512,469,512,512,512,512,512,512,512,512,512,512,512,512,8
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,623,5,1024,180,509,21,512,70,512,147,512,303,512,469,512,512,512,512,512,512,512,512,512,512,512,512,8
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,621,5,1024,180,507,21,512,68,512,147,512,303,512,468,512,512,512,512,512,512,512,512,512,512,512,512,8
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,616,5,1024,178,507,19,512,68,512,146,512,305,512,467,512,512,512,512,512,512,512,512,512,512,512,512,8
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,610,5,1024,176,507,19,512,68,512,145,512,302,512,467,512,512,512,512,512,512,512,512,512,512,512,512,8
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,609,5,1024,175,505,18,512,66,512,144,512,299,512,465,512,512,512,512,512,512,512,512,512,512,512,512,8
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,608,5,1024,173,505,19,512,65,512,142,512,299,512,466,512,512,512,512,512,512,512,512,512,512,512,512,8
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,599,5,1024,171,503,18,512,65,512,139,512,295,512,464,512,512,512,512,512,512,512,512,512,512,512,512,8
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,595,5,1024,168,503,19,512,64,512,138,512,294,512,461,512,512,512,512,512,512,512,512,512,512,512,512,8
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,591,5,1024,168,503,20,512,65,512,138,512,294,512,463,512,512,512,512,512,512,512,512,512,512,512,512,8
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,588,5,1024,167,501,17,512,62,512,136,512,291,512,460,512,512,512,512,512,512,512,512,512,512,512,512,8
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,585,5,1024,165,501,18,512,62,512,135,512,288,512,458,512,512,512,512,512,512,512,512,512,512,512,512,8
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,581,5,1024,162,500,18,512,61,512,132,512,288,512,457,512,512,512,512,512,512,512,512,512,512,512,512,8
